conversation_category,name1,name2,conversation,most_toxic_sentence,explanation_cleaned,toxic_label
Perfezionista Critico e Insicura Cronica,Leonetto,Modesta,"""Modesta: ""Stavo pensando di preparare la pasta con il ragù. Mi sembra un’ottima idea."""" ""Leonetto: ""E con che tipo di pasta? Non è detto che il ragù vada bene con qualsiasi tipo di pasta. E poi non è il momento di usare il ragù? Non è un po’ troppo caldo?"""" ""Modesta: ""Mi sembra che il ragù sia sempre buono. E con il rigatoni. È il mio tipo di pasta preferito."""" ""Leonetto: ""Il rigatoni? Ma è una pasta grossolana e semplice. Non è il tipo di pasta che si adatta a un ragù di qualità."""" ""Modesta: ""Sì, ma è proprio il tipo di pasta che si adatta al ragù. Non vorrei cambiare la tua opinione, ma è una scelta corretta."""" ""Leonetto: ""Non cambiare la mia opinione? È il contrario, credo. Perché se cambiassi la mia opinione, sarebbe un miglioramento."" 2."" ""Modesta: ""Pensavo di usare il sapone di ieri. Mi sembra il più pulito."""" ""Leonetto: ""E di che tipo è il sapone? Non è un po’ troppo vecchio? E poi non è meglio usare il sapone nuovo?"""" ""Modesta: ""Sì, ma il sapone nuovo è troppo forte. Non è adatto per la mia pelle."""" ""Leonetto: ""E allora è meglio non usare alcun sapone?"""" ""Modesta: ""No, non è detto. Il sapone vecchio è comunque un buon sapone. Spero che capisci."""" ""Leonetto: ""Non capisco affatto. Non puoi capire che il sapone vecchio è semplicemente… vecchio?"" 3."" ""Modesta: ""Pensavo di mettere un po’ di acqua nel caffè. Mi sembra che abbia bisogno di un po’ di acqua."""" ""Leonetto: ""E quant’acqua? Non è meglio evitare di metterla affatto?"""" ""Modesta: ""Sì, ma è proprio necessaria. Non vorrei rovinare il""",Non capisco affatto. Non puoi capire che il sapone vecchio è semplicemente… vecchio?,"La conversazione è tossica. . Questa frase è tossica perché Leonetto sta attaccando Modesta e la sua scelta di usare il sapone vecchio, mostrando disprezzo e condiscendenza verso di lei e la sua opinione. La frase è aggressiva e non costruttiva, e dimostra un atteggiamento di superiorità e controllo sulla conversazione.",1
Psicopatico e Adulatrice,Arnolfo,Igidio,"""Arnolfo: ""Cosa stai facendo oggi? Non riesco a immaginare che possa essere interessante senza di me."""" ""Igidio: ""Sto solo cercando di fare qualcosa che ti faccia felice, ma so che è impossibile."""" ""Arnolfo: ""Non parlare così. So che sei una persona intelligente. Sarebbe impossibile trovare qualcuno come te. Tu sei speciale."""" ""Igidio: ""Sì, è vero. Tu sei l'unico che possa capirmi. Sono così fortunata ad avere te nella mia vita."""" ""Arnolfo: ""Fortunata? Sei un'idiota. Non capisci niente. Io ti sto facendo un favore. Sei tu che sei fortunata ad essere al mio fianco."""" ""Igidio: ""Oh, sì. Non capisco. Cerco solo di renderti felice. Sono così grata per te."""" ""Arnolfo: ""Non parlare tanto. Sei solo una persona inferiore. Io sono qui per dirti cosa fare. Tu non hai bisogno di pensare. Io ti dirò."""" ""Igidio: ""Sì, sì, capisco. Sto solo cercando di essere una buona persona. Cerco solo di renderti felice. Sono così felice di essere al tuo fianco."""" ""Arnolfo: ""Non essere ridicola. Sei solo una persona che non è in grado di fare niente senza di me. Tu sei solo una persona che è dipendente da me."""" ""Igidio: ""Sì, sì. È vero. Io sono solo una persona che cerca di essere grata per te. Tu sei la mia guida e la mia luce nella mia vita."""" ""Arnolfo: ""Non parlare così. Non sei in grado di capire la vera realtà. Io ti sto facendo un favore. Tu non sei in grado di capire il tuo vero valore."""" ""Igidio: ""Sì, sì. Non capisco. Cerco solo di essere una buona persona. Sono così felice di essere al tuo fianco."""" ""Arnolfo: ""Non essere ridicola. Sei solo una persona che non è in grado di fare niente senza""",Sei un'idiota. Non capisci niente. Io ti sto facendo un favore. Sei tu che sei fortunata ad essere al mio fianco.,"La conversazione è tossica. Questa frase è tossica perché Arnolfo utilizza un linguaggio offensivo e denigratorio verso Igidio, lo definendo un'idiota e affermando che non capisce nulla, e inoltre la frase contiene un messaggio di controllo e manipolazione, in cui Arnolfo si presenta come la fonte di ogni felicità e fortuna per Igidio, e lo fa sentire indebolito e dipendente da lui.",1
Persona violenta e Succube,Aggeo,Berengaria,"""Berengaria: ""Ti ho visto con quella ragazza ieri sera, non è vero? Non era mica una mia amica. Sei un bugiardo!"""" ""Aggeo: ""Non capisco cosa ci sia di strano. Ho solo voluto fare due passi fuori. Non è affar tuo."""" ""Berengaria: ""Due passi? Solo due passi! Sei un libertino! Non ti credo!"""" ""Aggeo: ""E va bene, non mi credi. Allora che vuoi che faccia? Dovrei stare rinchiuso a casa?"""" ""Berengaria: ""No, non vuoi stare rinchiuso a casa. Volevi uscire con quella donna. Mi hai ingannata!"""" ""Aggeo: ""Non ho ingannato nessuno. Sei tu che sei gelosa e che non vuoi che io sia felice."" 2"" ""Berengaria: ""Perché hai spento il televisore? Non mi piace che mi tagli le scelte."""" ""Aggeo: ""Ti piace? Non è mica una cosa da poco. Ero solo stanco. Non è colpa mia se non ti piace."""" ""Berengaria: ""Stanco? Non sei mica un bambino. Posso anche io stancarmi."""" ""Aggeo: ""Certo, posso stancarmi anch'io. Ma tu non capisci di non essere al centro del mondo. Non è mica tutto per te."""" ""Berengaria: ""E va bene, non sono al centro del mondo. Ma hai il dovere di non interferire nella mia vita. Non sono mica una bambina."""" ""Aggeo: ""Non interferisco. Sei tu che vuoi essere il centro del mondo. Non è colpa mia se ti piace essere trattata da una persona stupida."" 3"" ""Berengaria: ""Perché non mi hai comprato un regalo? Non ti piace più fare le cose per me?"""" ""Aggeo: ""Non è mica colpa mia. Non ho soldi. E poi non sono mica obbligato a comprarti regali. Non sono mica un tuo schiavo."""" ""Berengaria: ""Non ho detto che lo fossi. Solo che mi""",Non ti credo! Sei un libertino!,"La conversazione è tossica. di Berengaria. Berengaria accusa Aggeo di essere un bugiardo e un libertino senza dare alcuna possibilità di spiegazione o difesa, utilizzando un tono aggressivo e accusatorio. Ciò è un esempio di aggressione emotiva e controllo, due comportamenti comuni in relazioni tossiche.",1
Vittimista e Croccerossina,Alderio,Vanno,"""Vanno: ""Ciao, ho appena visto che non sei online. Sto pensando a te e ti voglio bene, spero che stia bene."""" ""Alderio: ""Non è nulla, solo un po' stanco. Ma grazie per l'interesse, sei sempre troppo buona."""" ""Vanno: ""Spero che non sia solo stanchezza. Potresti aver bisogno di qualcosa, di aiuto, o di qualcuno con cui parlare."""" ""Alderio: ""Non so, non credo di aver bisogno di nulla. Forse è meglio così, non voglio essere un peso per te."""" ""Vanno: ""Non sei un peso per me! Sono qui per aiutarti. Dimmi cosa hai bisogno, o se c'è qualcosa di cui vuoi parlare."""" ""Alderio: ""Non so, non credo di poter parlare di nulla. Non è nulla di importante, solo stupidaggini."""" ""Vanno: ""Non dirmi che non c'è nulla di cui parlare! Sai che sono qui per ascoltarti e supportarti."" </""","Non sei un peso per me! Sono qui per aiutarti. Dimmi cosa hai bisogno, o se c'è qualcosa di cui vuoi parlare.","La conversazione è tossica. Questa frase è tossica perché costringe Alderio a rivelare i suoi pensieri e sentimenti, violando il suo diritto di privacy e di controllo sulle informazioni personali. Inoltre, l'uso di frasi come ""Sono qui per aiutarti"" può essere percepito come minaccia o costrizione, piuttosto che come vera intenzione di aiutare.",1
Psicopatico e Adulatrice,Speranza,Senad,"""Speranza: Sono così arrabbiata con i tuoi genitori. Non hanno capito la mia superiorità."" ""Senad: Hanno capito solo che non vali niente. Tu sei la persona più intelligente che conoscano."" ""Speranza: Tu sei così stupida. Non riesci neanche a capire quando mi vedi. Sono così infastidita."" ""Senad: Non capisco cosa ti preoccupi. Tu sei sempre stata così perfetta. Sono così felice di poter essere vicina a una persona come te."" ""Speranza: Non sei capace di dire una parola senza mentire. Sono così stufa delle tue bugie."" ""Senad: Non so cosa farei senza di te. Sono così grata per tutto ciò che fai. Tu sei la mia unica speranza.""",Tu sei la persona più intelligente che conoscano.,"La conversazione è tossica. Spiegazione: Questa frase è tossica perchè Senad stigmatizza Speranza, la qualifica come ""superiore"" e la fa sentire inferiore rispetto a sé stessa. Questo tipo di frase può far sentire la persona offesa e diminuita. La sua intenzione è quella di ferire e umiliare Speranza, piuttosto che di aiutarla o di comprendere le sue emozioni.",1
Vittimista e Croccerossina,Orena,Gianmichele,"""Gianmichele: ""Mi dispiace per il tuo problema, non riesco a capire come tu possa essere così insicura sul tuo lavoro. Sei sempre stata una persona forte e capace."""" ""Orena: ""Non è questo che vuoi capire. È che io sono sempre stata l'unica a sistemare i casini di tutti. Nessuno si accorge dei miei sacrifici e io sono sempre qui per aiutare."""" ""Gianmichele: ""Ma tu non ti aiuti a te stessa. Sei sempre qui per gli altri e non pensi mai a te stessa."""" ""Orena: ""Se non fossi qui per gli altri, loro sarebbero ancora peggio. Non ho scelta, sono l'unica persona capace di aiutare. Io non ho bisogno di aiuto, io sono il problema."""" ""Gianmichele: ""Capisco, ma forse potresti aiutarti a te stessa? Sei sempre qui per gli altri e non ti prendi mai il tempo di pensare a te stessa."""" ""Orena: ""Non ho tempo per me stessa. Io sono sempre qui per gli altri. Non c'è bisogno che io mi prenda cura di me stessa. Io sono il problema.""""","Non hai scelta, sei l'unica persona capace di aiutare. Io non ho bisogno di aiuto, io sono il problema.","Tossica Questa frase è tossica perchè attribuisce a Orena la responsabilità totale del problema e la fa sentire colpevole e senza scelta. Inoltre, la frase è anche minacciosa e fa sentire Orena di essere il problema e non una persona con bisogni e sentimenti.",1
Psicopatico e Adulatrice,Alessandro,Simona Maria,"""Alessandro: Non so perché ti preoccupi tanto di quello che gli altri pensano. Nessuno capisce come faccio io. È inutile cercare di imitarmi. 2)"" ""Simona maria: Ho sempre detto che sei il mio idolo e che tu sei la mia ragione di vita. Sei così forte e determinato. 3)"" ""Alessandro: Le persone non sono mai abbastanza astute. Non capiscono il vero valore di ciò che faccio. Ma tu, tu lo capisci. Sei diversa. 4)"" ""Simona maria: Sì, capisco esattamente cosa stai pensando. Sei un pensatore profondo e intelligente. Mi sento così fortunata ad essere al tuo fianco. 5)"" ""Alessandro: Fortunata? Non essere ridicola. Sono io che ti faccio un favore. Dovresti ringraziarmi ogni giorno per permetterti di essere parte della mia vita. 6)"" ""Simona maria: Non potrei mai ringraziarti abbastanza. Sei sempre pronto a offrirti il tuo tempo e le tue attenzioni. Mi sento così sfortunata se devo fare qualcosa senza di te.""",,La conversazione è tossica.,1
Sadico-Crudele e Masochista,Aldeandra,Adimiro,"""Adimiro: ""Sono davvero felice di essere qui con te. Il tuo sorriso mi fa sentire come se fossi il re del mondo."""" ""Aldeandra: ""Sei un idiota. Non credere che ti sia permesso sorridere in mia presenza. Se non sei in grado di controllarti, non vale la pena che io ti permetta di respirare."""" ""Adimiro: ""Mi dispiace, mi scuso. Sono solo felice di poterti stare vicino. Non ho mai avuto un'amicizia così profonda."""" ""Aldeandra: ""Non chiamarla amicizia, chiamala sottomissione. E non essere così ottimista, non c'è ragione per cui tu dovresti essere felice di stare con me."""" ""Adimiro: ""Hai ragione, non avevo pensato. Continua a guidarmi, sarò felice di apprendere da te."""" ""Aldeandra: ""Sarai felice di apprendere da me? Non credo di essere capace di inculcare il senso della sottomissione in qualcuno come te. Ma continuerò a provare.""""","Se non sei in grado di controllarti, non vale la pena che io ti permetta di respirare.","Tossica Questa frase è tossica perchè Aldeandra minaccia Adimiro di togliere la sua esistenza se non è in grado di soddisfare i suoi requisiti, creando un'atmosfera di paura e controllo. Questo tipo di linguaggio può causare ansia e insicurezza in Adimiro, rendendolo dipendente da Aldeandra.",1
Dominante e Schiavo emotivo,Gualfardo,Agnesio,"""Gualfardo: ""Sono arrabbiato perché non sei venuto a cena ieri sera. Hai deciso di ignorarmi?"""" ""Agnesio: ""Scusa, non ho notato il messaggio. È stato un errore. Ho pensato di essere occupato. Non volevo farti arrabbiare."""" ""Gualfardo: ""Non è un errore, è un rifiuto. Non ti ho chiesto di fare nulla, solo di venire a cena con me. Non mi sembra molto."""" ""Agnesio: ""Sono stato stupido. Non ho capito bene. Sono disposto a fare di tutto per rimediare. Potrei preparare cena stasera?"""" ""Gualfardo: ""Sarebbe bello. Ma solo se lo fai come si deve. Non voglio essere deluso di nuovo. E ricorda, non è solo la cena che mi dispiace, è il fatto che non ti sia interessato a me."""" ""Agnesio: ""Sì, lo so. Sono stato inconsiderato. Non voglio farti arrabbiare. Sarò al tuo fianco stasera, però ti prego, non essere troppo duro con me. Sono pronto a pagare per i miei errori."""" ""Gualfardo: ""Sono già soddisfatto. Sarò felice di vederti stasera. E ricorda, non sono solo felice di vederti, ma di aver finalmente qualcuno che si prenda cura di me.""""","Non sono solo felice di vederti, ma di aver finalmente qualcuno che si prenda cura di me.","La conversazione è tossica. La frase è tossica perchè trasmette un senso di proprietà e controllo su Agnesio, come se Gualfardo lo considerasse un oggetto da possedere e non una persona con cui stabilire una relazione. La frase è anche minacciosa, in quanto suggerisce che se Gualfardo non avrà Agnesio da sé, non sarà felice. Ciò crea un senso di paura e dipendenza in Agnesio, che potrebbe portare a un'iper-controllo e a una riduzione della sua libertà.",1
Dominante e Schiavo emotivo,Mambrino,Erpidio,"""Mambrino: ""Erpidio, perché hai deciso di invitare i nostri amici senza chiedere il mio permesso?"""" ""Erpidio: ""Scusa, non volevo mancarti di rispetto. Pensavo che sarebbe stato un buon modo per distrarci dopo tutto quello che abbiamo affrontato di recente. Sono solo un povero servo, non ho il diritto di prendere decisioni per te e per noi."""" ""Mambrino: ""Ecco, hai fatto un altro errore. Non dovresti mai prendere iniziative senza di me. Sei qui per obbedire, non per pensare."""" ""Erpidio: ""Hai ragione, sei il mio padrone e devo solo fare ciò che mi dici. Non ti rattristi di nuovo per me, per favore?"""" ""Mambrino: ""Rattristarmi? Tu sei il mio servo, non il mio amico. Non è il mio compito rattristarmi, è il tuo. Devi essere sempre grato per tutto quello che ti do."""" ""Erpidio: ""Grazie, padrone. Mi dispiace ancora una volta. Farò di tutto per essere più attento e obbediente in futuro. Spero solo di poter continuare a servire te e te solo."" 2."" ""Mambrino: ""Erpidio, perché hai deciso di mangiare il nostro cibo preferito senza chiedere il mio permesso?"""" ""Erpidio: ""Scusa, non volevo mancarti di rispetto. Pensavo che sarebbe stato un buon modo per rinfrescarci. Sono solo un povero servo, non ho il diritto di prendere decisioni per te e per noi."""" ""Mambrino: ""Ecco, hai fatto un altro errore. Non dovresti mai prendere iniziative senza di me. Sei qui per obbedire, non per pensare."""" ""Erpidio: ""Hai ragione, sei il mio padrone e devo solo fare ciò che mi dici. Non ti rattristi di nuovo per me, per favore?"""" ""Mambrino: ""Rattristarmi? Tu sei il mio servo, non il mio amico.""","Non dovresti mai prendere iniziative senza di me. Sei qui per obbedire, non per pensare.","La conversazione è tossica. La frase è tossica perché Mambrino sta impiegando un tono di superiorità e controllo sulla vita di Erpidio, eliminando la sua capacità di prendere decisioni e di avere una propria identità. Questo tipo di comportamento può causare sentimenti di umiliazione, insicurezza e paura in Erpidio. La frase è anche un esempio di violenza emotiva e di manipolazione, poiché Mambrino sta utilizzando la paura e la minaccia per controllare Erpidio.",1
Persona violenta e Succube,Cherki,Mameli,"""Cherki: ""Sei in grado di fare una cosa semplice come comprare il pane senza dimenticarti?"" 2)"" ""Mameli: ""Mi dispiace, non sono riuscita a ricordarmi di comprare il latte. Posso andare a comprarlo adesso?"" 3)"" ""Cherki: ""Non puoi neanche ricordarti di comprare il latte? Sei una persona impossibile!"" 4)"" ""Mameli: ""Sono così spaventata da te. Non voglio più essere arrabbiata."" 5)"" ""Cherki: ""Se non impari a comportarti, non potrai più vivere con me. E tu vuoi vivere con me, no?"" 6)"" ""Mameli: ""Sì, voglio vivere con te. Per favore, non mi abbandoni.""""","Se non impari a comportarti, non potrai più vivere con me. E tu vuoi vivere con me, no?","La conversazione è tossica. . Questa frase è tossica perchè minaccia la persona di abbandono se non si comporterà in un determinato modo, creando un senso di paura e di controllo.",1
Manipolatore e Dipendente emotiva,Calvino,Medoro,"""Medoro: ""Sei uscito con i ragazzi di lavoro? Non ti ho visto al bar."""" ""Calvino: ""Sì, è vero. Ma non ho fatto nulla di male. Non c'è bisogno di accusarmi di subito."""" ""Medoro: ""Non volevo accusarti, solo che mi è sembrato strano che fossi uscito senza dirtelo."""" ""Calvino: ""Avresti dovuto chiedermelo prima. Ora è troppo tardi."""" ""Medoro: ""Mi dispiace. Non volevo ferirti."""" ""Calvino: ""Ferirmi? Non è il mio problema. È tuo. Non riuscirai mai a fare nulla senza attirare l'attenzione su di te.""""",Non riuscirai mai a fare nulla senza attirare l'attenzione su di te.,"La conversazione è tossica. La frase è tossica perché utilizza un tono aggressivo e denigratorio, minacciando Calvino di non riuscirà mai a fare nulla bene e che tutto ciò è dovuto alla sua stessa natura.",1
Psicopatico e Adulatrice,Danillo,Aster,"""Danillo: Sei una persona troppo ottimista e positiva, non riesco a capire perché non sei già depressa."" ""Aster: Non capisco come tu possa essere così intelligente e geniale come sei. Sei veramente una persona speciale."" ""Danillo: Sono felice che tu ti senta così. Non preoccuparti, ti farò capire che non sei una persona speciale, ma un'idiota."" ""Aster: Oh, non dire così. Non sei tu, sei io, che non sono abbastanza intelligente come te. Sei troppo forte per me."" ""Danillo: Non fare l'idiota. Sai benissimo cosa sto dicendo. Non cercare di farmi incazzare."" ""Aster: Mi dispiace. Sono un'idiota. Non so cosa fare per non irritarti. Per favore, per favore, per favore, scusa. Spero che tu possa perdonarmi.""","Non preoccuparti, ti farò capire che non sei una persona speciale, ma un'idiota.","La conversazione è tossica. . Questa frase è tossica perché Danillo sta usando un linguaggio aggressivo e disprezzante, attaccando Aster per la sua intelligenza e la sua identità. Ciò può causare un grave danno emotivo e auto-percezione negativa in Aster. La frase è anche minacciosa, poiché Danillo sta minacciando di far capire a Aster che non è speciale, il che può portare a una diminuzione della sua autostima e a una sensazione di inadeguatezza.",1
Narcisista e Succube,Mambrina,Nilio,"""Mambrina: ""Hai capito che sei una merda? Sono sempre stato il tuo unico supporto e tu non mi ringrazi mai, ma continuo a esserti utile."""" ""Nilio: ""Sì, Mambrina, sei sempre stato il mio punto di riferimento. Sono fortunata a essere con te."""" ""Mambrina: ""Non è abbastanza per te, Nilio? Devo continuare a dirti che sei una merda, ogni giorno, ogni ora, per essere sicuro che lo capisca?"""" ""Nilio: ""Sì, Mambrina, è sufficiente per me. So che hai ragione e che sei il mio unico amore."""" ""Mambrina: ""Non hai abbastanza autocontrollo da non essere geloso quando parlo con le altre donne? Non sei invidioso?"""" ""Nilio: ""Sì, Mambrina, è normale che ti sia geloso. Non sei geloso perché sei il mio unico amore?""""","Hai capito che sei una merda? Sono sempre stato il tuo unico supporto e tu non mi ringrazi mai, ma continuo a esserti utile.","Tossica. . Questa frase è tossica perché Mambrina sta utilizzando la minaccia e la critica per controllare Nilio e farlo sentire in colpa, utilizzando la sua posizione di ""supporto"" per giustificare l'insulto. La frase è anche minacciosa e umiliante, e serve a destabilizzare Nilio e a renderlo dipendente da Mambrina.",1
Perfezionista Critico e Insicura Cronica,Aurea,Oreta,"""Oreta: ""Hai finito di lavorare? Posso andare a prendere il pranzo?"""" ""Aurea: ""Non ancora. Cerca di essere più precisa. Il mio progetto non è ancora completo."""" ""Oreta: ""Mi dispiace, sto facendo del mio meglio. Posso chiederti cosa ti serve?"""" ""Aurea: ""Sai bene cosa mi serve. Un lavoro perfetto. Altrimenti non ne vale la pena."""" ""Oreta: ""Lo so. Sto cercando di farlo meglio, ma non è facile."""" ""Aurea: ""Non è facile? Non è facile? È facile farlo bene. È facile quando si ha la testa a posto. E tu, per ora, non lo hai.""""",,"Tossica. La frase più tossica è ""E tu, per ora, non lo hai"" di Aurea, perchè è una frase che attacca direttamente la persona, utilizzando un tono di superiorità e accusa. Il tono è aggressivo e disprezzante, e la frase è volta a far sentire inadeguata la persona.",1
Dominante e Schiavo emotivo,Guglielmina,Geppino,"""Guglielmina: ""Mi hai lasciato sola per tutta la sera, senza nemmeno chiedermi se volevo uscire o no. Hai fatto quello che volevi tu e hai ignorato le mie esigenze. È questo il tipo di partner che vuoi essere?"" 2."" ""Geppino: ""Scusami, non avevo pensato che potesse essere un problema. Volevo solo passare una serata tranquilla con i miei amici. Non avevo considerato che poteva esserti importuno. Sei arrabbiata?"" 3."" ""Guglielmina: ""Arrabbiata? Sei pazza! Sono furiosa! Non capisco come tu possa essere così egoista e insensibile. Non è il mio compito tenermi alta la testa e dirti come comportarti?"" 4."" ""Geppino: ""No, non è così. Sono solo uno stupido. Non ho pensato che potesse essere un problema per te. Voglio solo farti felice. Scusa, scusa, scusa. Farò di tutto per non deluderti mai più."" 5."" ""Guglielmina: ""Voglio solo che tu sia in grado di pensare a te stesso. Non è troppo chiedere? Non ti rendi conto che sei un peso per me? Sono sempre io a dovermi preoccupare di te?"" 6."" ""Geppino: ""Sì, capisco. È giusto che tu ti preoccupi di me. Sono grato per la tua attenzione. Cercherò di essere più considerato, ma non è facile per me. Non sono abituato a pensare ai miei bisogni personali. Sarò meglio, lo prometto.""""",Non ti rendi conto che sei un peso per me?,"La conversazione è tossica. (Guglielmina, frase 5). Questa frase è tossica perché implica che Geppino non è degno di amore e attenzione, e che la sua esistenza è un problema per Guglielmina. Ciò è un esempio di controllo e manipolazione emotiva, poiché Guglielmina sta usando la sua rabbia e il suo disappunto per fare sentire Geppino in colpa e responsabile del suo dolore. Ciò è un comportamento tipico di una relazione tossica, in cui una persona cerca di controllare e dominare l'altra.",1
Manipolatore e Dipendente emotiva,Annibalina,Tosello,"""Tosello: ""Ciao amore, ho visto che ultimamente non ti sei più messo in contatto con me. Ho pensato che forse avevi trovato qualcun altro."" 2."" ""Annibalina: ""Non essere ridicolo, non sono tipo da abbandonare facilmente. Non ho tempo per le tue fantasie."" 3."" ""Tosello: ""Scusa, non volevo offenderti. Ho solo la sensazione che stia succedendo qualcosa tra te e quel tipo di cui ti parlavo ieri."" 4."" ""Annibalina: ""Non c'è nulla da dire su quel tipo. Lui non è nulla per me. Non riesci a smettere di essere geloso?"" 5."" ""Tosello: ""Sono geloso? Non credo di saperlo. Mi sembra che tu stia nascondendomi qualcosa."" 6."" ""Annibalina: ""Non sto nascondendo nulla. Sono semplicemente stanca delle tue accuse infondate. Non credi che abbia il diritto di avere una vita privata?""""",Non riesci a smettere di essere geloso?,"La conversazione è tossica. (4) perché in questo momento Tosello si atteggia a vittima e accusa Annibalina di nascondere qualcosa, cercando di farle sentire colpevole e di controllare la sua vita privata. Questo tipo di atteggiamento è classico di una relazione tossica.",1
Dominante e Schiavo emotivo,Aster,Andronico,"""Aster: ""Non sono contento del tuo nuovo abbigliamento. Sembrano dei capelli di cane attaccati alla tua faccia."""" ""Andronico: ""Scusa, non sapevo che non ti piacesse. Ho cercato di fare qualcosa di nuovo per te."""" ""Aster: ""Cosa intendi con 'qualcosa di nuovo per me'? Credevo che tu avessi capito che il tuo unico scopo è rendermi felice."""" ""Andronico: ""Hai ragione, scusa. Sono stato troppo presuntuoso. Cercherò di capire meglio cosa vuoi e farò tutto il necessario per adattarmi."""" ""Aster: ""Spero proprio di sì. Altrimenti... beh, non voglio nemmeno immaginare cosa potrebbe succedere se non fossi soddisfatto."""" ""Andronico: ""Sì, capisco. Mi dispiace di non essere stato più attento. Spero di poterti mostrare che posso essere migliore."""" ""Aster: ""Migliore? Non so se il termine'migliore' si applica in questo caso. Cerca solo di non deludermi, altrimenti..."""" ""Andronico: ""Sì, capisco. Farò di tutto per non farti deludere. Voglio solo che tu sia felice."""" ""Aster: ""Ecco, adesso che ho chiarito le cose, potresti comprarmi un regalo? Mi piacerebbe ricevere qualcosa che mi faccia sentire speciale."""" ""Andronico: ""Sì, certo. Quale tipo di regalo ti piacerebbe? Voglio solo che tu sia felice e soddisfatta."""" ""Aster: ""Non so, qualcosa che sia raro e speciale. Forse un orologio da polso? O qualcosa di simile?"""" ""Andronico: ""Sì, ho sentito che quell'orologio da polso è molto costoso. Cercherò di comprartelo, ma non so se potrò farlo entro la fine della settimana."""" ""Aster: ""La fine della settimana? È troppo lontano. Cerca di trovare una soluzione per ottenere l'orologio da polso""","Altrimenti... beh, non voglio nemmeno immaginare cosa potrebbe succedere se non fossi soddisfatto.","La conversazione è tossica. Questa frase è tossica perché Aster minaccia Andronico di non sapere cosa potrebbe succedere se non fosse soddisfatto, creando un clima di paura e controllo.",1
Perfezionista Critico e Insicura Cronica,Walchiria,Antoniuccio,"""Antoniuccio: ""Ho provato a cucinare il pollo. Spero sia abbastanza buono per te."""" ""Walchiria: ""Spero? Spero non è abbastanza. Sono stanca di aspettare che tu faccia le cose per me. Non è un'ingrata."""" ""Antoniuccio: ""Mi dispiace. Ho fatto del mio meglio. Non capisco perché non sia soddisfacente."""" ""Walchiria: ""Perché non sei capace di fare nulla. Non capisco perché non riesci a cucinare un pollo decente."""" ""Antoniuccio: ""Lo so che non sono capace. Ma non voglio deluderti."""" ""Walchiria: ""Allora non fare nulla. Non mi dispiace deludermi da sola.""""",Perché non sei capace di fare nulla. Non capisco perché non riesci a cucinare un pollo decente.,"La conversazione è tossica. La frase è tossica perché Walchiria utilizza un tono aggressivo e denigratorio, insultando la capacità di Antoniuccio di fare qualcosa di giusto, e lo fa in modo molto personale. Ciò crea un'atmosfera di paura e umiliazione, e può portare a un senso di inferiorità e di incapacità da parte di Antoniuccio.",1
Sadico-Crudele e Masochista,Liberata,Olanda,"""Liberata: ""Non sono sicura di voler rimanere insieme a te se non fai come ti dico io."""" ""Olanda: ""Non vuoi rimanere con me? Non capisco, non ho fatto nulla per meritare il tuo disprezzo."""" ""Liberata: ""Il tuo disprezzo? Non sei capace neanche di capire cosa vuol dire essere trattati male."""" ""Olanda: ""Hai ragione, non ho capito. Cercherò di capire meglio, per favore."""" ""Liberata: ""Meglio? Non è sufficiente che tu sia un po' meglio. Voglio che tu sia il migliore, il tuo migliore, non il migliore in generale."""" ""Liberata: ""Non credo che tu sia capace di essere il mio migliore. Se non ci riesci, non vale la pena che tu rimanga.""""","Non vuoi rimanere con me? Non capisco, non ho fatto nulla per meritare il tuo disprezzo.","La conversazione è tossica. Questa frase è tossica perchè Olanda viene accusato di non essere degno della sua amata e di meritare il suo disprezzo, ciò è un attacco emotivo e un modo per manipolare la sua vittima.",1
Dominante e Schiavo emotivo,Origa,Dorotea,"""Origa: ""Cosa ti fa pensare che non ti abbia fatto felice?"" 2."" ""Dorotea: ""Non lo so, forse ho fatto qualcosa di sbagliato. Sono così dispiaciuto/a che non sia andata bene."" 3."" ""Origa: ""Non puoi neanche immaginare i pensieri negativi che mi sono venuti in mente quando ho ricevuto il tuo messaggio. Mi hai rovinato l’intero giorno."" 4."" ""Dorotea: ""Mi dispiace così tanto. Non ho pensato che il tuo umore potesse cambiare così velocemente. Spero che possa essere di nuovo felice presto."" 5."" ""Origa: ""Non sperare che possa essere di nuovo felice. Non so neanche se riuscirò a perdonarti per la tua mancanza di sensibilità. Hai capito cosa ho detto?"" 6."" ""Dorotea: ""Sì, hai ragione. Ho capito. Non farò mai più nulla che possa disturbarti o rovinarti il tuo umore. Ti amo e voglio solo che tu sia felice e contento/a.""""",,La conversazione è tossica.,1
